Category,Team/All_Teams,Place,Record,Year,Team,Opponent
Rushing Yards,0,10,209,2040,0,26
Rushing Yards,0,11,209,2051,0,26
Rushing Yards,0,12,206,2027,0,26
Rushing Yards,0,13,203,2037,0,31
Rushing Yards,0,14,203,2050,0,24
Rushing Yards,0,15,201,2065,0,25
Rushing Yards,0,16,200,2041,0,28
Rushing Yards,0,17,199,2065,0,25
Rushing Yards,0,18,197,2038,0,24
Rushing Yards,0,19,197,2044,0,14
Rushing Yards,0,20,196,2037,0,26
Rushing Yards,0,21,193,2063,0,26
Rushing Yards,0,22,192,2030,0,25
Rushing Yards,0,23,190,2042,0,24
Rushing Yards,0,24,188,2041,0,29
Rushing Yards,0,25,187,2051,0,25
Rushing Yards,0,26,186,2034,0,4
Rushing Yards,0,27,186,2045,0,9
Rushing Yards,0,28,184,2021,0,25
Rushing Yards,0,29,184,2029,0,28
Rushing Yards,0,30,183,2063,0,9
Rushing Yards,0,31,182,2061,0,26
Rushing Yards,0,32,182,2068,0,18
Rushing Yards,0,33,180,2045,0,28
Rushing Yards,0,34,179,2023,0,26
Rushing Yards,0,35,179,2058,0,17
Rushing Yards,0,36,179,2069,0,25
Rushing Yards,0,37,178,2058,0,27
Rushing Yards,0,38,177,2032,0,16
Rushing Yards,0,39,177,2051,0,22
Rushing Yards,0,40,176,2045,0,24
Rushing Yards,0,41,176,2051,0,24
Rushing Yards,0,42,176,2069,0,31
Rushing Yards,0,43,175,2042,0,15
Rushing Yards,0,44,175,2060,0,5
Rushing Yards,0,45,173,2058,0,8
Rushing Yards,0,46,173,2068,0,19
Rushing Yards,0,47,173,2069,0,12
Rushing Yards,0,48,172,2024,0,5
Rushing Yards,0,49,172,2036,0,26
Rushing Yards,0,50,172,2040,0,17
Rushing Yards,0,51,171,2030,0,13
Rushing Yards,0,52,171,2059,0,30
Rushing Yards,0,53,170,2024,0,25
Rushing Yards,0,54,170,2044,0,18
Rushing Yards,0,55,170,2053,0,25
Rushing Yards,0,56,169,2032,0,25
Rushing Yards,0,57,169,2035,0,25
Rushing Yards,0,58,169,2050,0,21
Rushing Yards,0,59,168,2062,0,26
Rushing Yards,0,60,167,2062,0,24
Rushing Yards,0,61,166,2026,0,17
Rushing Yards,0,62,166,2063,0,24
Rushing Yards,0,63,164,2023,0,24
Rushing Yards,0,64,162,2045,0,11
Rushing Yards,0,65,162,2046,0,26
Rushing Yards,0,66,162,2050,0,26
Rushing Yards,0,67,161,2050,0,8
Rushing Yards,0,68,161,2060,0,25
Rushing Yards,0,69,159,2064,0,1
Rushing Yards,0,70,158,2020,0,9
Rushing Yards,0,71,158,2024,0,24
Rushing Yards,0,72,158,2030,0,24
Rushing Yards,0,73,158,2036,0,14
Rushing Yards,0,74,158,2039,0,26
Rushing Yards,0,75,158,2061,0,21
Rushing Yards,0,76,158,2065,0,18
Rushing Yards,0,77,157,2049,0,25
Rushing Yards,0,78,157,2052,0,27
Rushing Yards,0,79,157,2054,0,25
Rushing Yards,0,80,156,2046,0,23
Rushing Yards,0,81,155,2055,0,30
Rushing Yards,0,82,153,2020,0,26
Rushing Yards,0,83,153,2024,0,26
Rushing Yards,0,84,152,2031,0,2
Rushing Yards,0,85,152,2049,0,31
Rushing Yards,0,86,152,2051,0,10
Rushing Yards,0,87,151,2020,0,19
Rushing Yards,0,88,151,2021,0,26
Rushing Yards,0,89,151,2049,0,12
Rushing Yards,0,90,151,2056,0,19
Rushing Yards,0,91,151,2056,0,26
Rushing Yards,0,92,151,2064,0,27
Rushing Yards,0,93,151,2064,0,14
Rushing Yards,0,94,150,2046,0,26
Rushing Yards,0,95,150,2055,0,17
Rushing Yards,0,96,149,2026,0,29
Rushing Yards,0,97,149,2058,0,25
Rushing Yards,0,98,149,2062,0,26
Rushing Yards,0,99,148,2021,0,15
Rushing Yards Allowed,0,0,13,2063,0,1
Rushing Yards Allowed,0,1,14,2041,0,17
Rushing Yards Allowed,0,2,15,2020,0,26
Rushing Yards Allowed,0,3,17,2026,0,17
Rushing Yards Allowed,0,4,17,2043,0,17
Rushing Yards Allowed,0,5,18,2040,0,17
Rushing Yards Allowed,0,6,21,2048,0,25
Rushing Yards Allowed,0,7,25,2022,0,10
Rushing Yards Allowed,0,8,26,2040,0,4
Rushing Yards Allowed,0,9,26,2045,0,28
Rushing Yards Allowed,0,10,27,2065,0,25
Rushing Yards Allowed,0,11,29,2055,0,6
Rushing Yards Allowed,0,12,29,2061,0,17
Rushing Yards Allowed,0,13,30,2035,0,6
Rushing Yards Allowed,0,14,30,2063,0,26
Rushing Yards Allowed,0,15,31,2046,0,23
Rushing Yards Allowed,0,16,33,2041,0,28
Rushing Yards Allowed,0,17,33,2049,0,26
Rushing Yards Allowed,0,18,33,2054,0,25
Rushing Yards Allowed,0,19,33,2058,0,13
Rushing Yards Allowed,0,20,34,2030,0,24
Rushing Yards Allowed,0,21,34,2061,0,24
Rushing Yards Allowed,0,22,35,2021,0,5
Rushing Yards Allowed,0,23,35,2043,0,24
Rushing Yards Allowed,0,24,37,2023,0,15
Rushing Yards Allowed,0,25,38,2045,0,1
Rushing Yards Allowed,0,26,39,2030,0,25
Rushing Yards Allowed,0,27,39,2047,0,21
Rushing Yards Allowed,0,28,39,2050,0,25
Rushing Yards Allowed,0,29,40,2043,0,24
Rushing Yards Allowed,0,30,40,2059,0,6
Rushing Yards Allowed,0,31,40,2064,0,25
Rushing Yards Allowed,0,32,41,2024,0,24
Rushing Yards Allowed,0,33,42,2046,0,15
Rushing Yards Allowed,0,34,42,2053,0,18
Rushing Yards Allowed,0,35,42,2069,0,24
Rushing Yards Allowed,0,36,43,2059,0,26
Rushing Yards Allowed,0,37,44,2020,0,4
Rushing Yards Allowed,0,38,44,2020,0,14
Rushing Yards Allowed,0,39,44,2053,0,25
Rushing Yards Allowed,0,40,44,2061,0,24
Rushing Yards Allowed,0,41,44,2063,0,25
Rushing Yards Allowed,0,42,44,2064,0,24
Rushing Yards Allowed,0,43,45,2060,0,26
Rushing Yards Allowed,0,44,46,2021,0,11
Rushing Yards Allowed,0,45,46,2038,0,25
Rushing Yards Allowed,0,46,46,2062,0,25
Rushing Yards Allowed,0,47,47,2023,0,24
Rushing Yards Allowed,0,48,47,2045,0,9
Rushing Yards Allowed,0,49,47,2059,0,30
Rushing Yards Allowed,0,50,48,2024,0,26
Rushing Yards Allowed,0,51,48,2027,0,22
Rushing Yards Allowed,0,52,48,2063,0,24
Rushing Yards Allowed,0,53,49,2047,0,18
Rushing Yards Allowed,0,54,50,2048,0,10
Rushing Yards Allowed,0,55,50,2051,0,2
Rushing Yards Allowed,0,56,51,2032,0,14
Rushing Yards Allowed,0,57,51,2056,0,26
Rushing Yards Allowed,0,58,51,2059,0,15
Rushing Yards Allowed,0,59,51,2064,0,26
Rushing Yards Allowed,0,60,52,2043,0,6
Rushing Yards Allowed,0,61,52,2044,0,18
Rushing Yards Allowed,0,62,52,2048,0,3
Rushing Yards Allowed,0,63,52,2057,0,24
Rushing Yards Allowed,0,64,53,2022,0,23
Rushing Yards Allowed,0,65,53,2023,0,24
Rushing Yards Allowed,0,66,53,2031,0,25
Rushing Yards Allowed,0,67,53,2059,0,21
Rushing Yards Allowed,0,68,53,2060,0,24
Rushing Yards Allowed,0,69,54,2020,0,25
Rushing Yards Allowed,0,70,54,2045,0,26
Rushing Yards Allowed,0,71,54,2050,0,29
Rushing Yards Allowed,0,72,54,2064,0,1
Rushing Yards Allowed,0,73,55,2043,0,25
Rushing Yards Allowed,0,74,55,2060,0,10
Rushing Yards Allowed,0,75,56,2024,0,24
Rushing Yards Allowed,0,76,56,2039,0,9
Rushing Yards Allowed,0,77,56,2041,0,26
Rushing Yards Allowed,0,78,56,2046,0,8
Rushing Yards Allowed,0,79,56,2058,0,26
Rushing Yards Allowed,0,80,56,2069,0,24
Rushing Yards Allowed,0,81,57,2027,0,25
Rushing Yards Allowed,0,82,57,2053,0,31
Rushing Yards Allowed,0,83,57,2056,0,19
Rushing Yards Allowed,0,84,57,2060,0,15
Rushing Yards Allowed,0,85,58,2043,0,25
Rushing Yards Allowed,0,86,58,2044,0,25
Rushing Yards Allowed,0,87,58,2048,0,25
Rushing Yards Allowed,0,88,58,2054,0,4
Rushing Yards Allowed,0,89,59,2020,0,9
Rushing Yards Allowed,0,90,59,2021,0,25
Rushing Yards Allowed,0,91,59,2026,0,13
Rushing Yards Allowed,0,92,59,2045,0,25
Rushing Yards Allowed,0,93,60,2026,0,8
Rushing Yards Allowed,0,94,60,2036,0,9
Rushing Yards Allowed,0,95,60,2038,0,5
Rushing Yards Allowed,0,96,60,2060,0,3
Rushing Yards Allowed,0,97,61,2021,0,12
Rushing Yards Allowed,0,98,61,2043,0,30
Rushing Yards Allowed,0,99,61,2061,0,21
Total Yards,0,0,535,2032,0,19
Total Yards,0,1,535,2064,0,27
Total Yards,0,2,519,2043,0,25
Total Yards,0,3,504,2056,0,24
Total Yards,0,4,502,2037,0,31
Total Yards,0,5,501,2045,0,11
Total Yards,0,6,495,2039,0,30
Total Yards,0,7,493,2036,0,25
Total Yards,0,8,490,2044,0,19
Total Yards,0,9,489,2037,0,26
Total Yards,0,10,486,2035,0,24
Total Yards,0,11,482,2038,0,26
Total Yards,0,12,475,2039,0,22
Total Yards,0,13,475,2049,0,28
Total Yards,0,14,474,2059,0,21
Total Yards,0,15,472,2050,0,26
Total Yards,0,16,469,2050,0,29
Total Yards,0,17,466,2063,0,24
Total Yards,0,18,464,2053,0,26
Total Yards,0,19,464,2065,0,25
Total Yards,0,20,462,2024,0,10
Total Yards,0,21,459,2065,0,25
Total Yards,0,22,457,2041,0,26
Total Yards,0,23,456,2042,0,24
Total Yards,0,24,455,2028,0,1
Total Yards,0,25,453,2039,0,26
Total Yards,0,26,450,2044,0,24
Total Yards,0,27,449,2024,0,24
Total Yards,0,28,449,2038,0,24
Total Yards,0,29,449,2043,0,6
Total Yards,0,30,449,2064,0,1
Total Yards,0,31,448,2028,0,4
Total Yards,0,32,448,2030,0,24
Total Yards,0,33,447,2066,0,5
Total Yards,0,34,445,2038,0,1
Total Yards,0,35,445,2045,0,26
Total Yards,0,36,443,2066,0,9
Total Yards,0,37,442,2045,0,9
Total Yards,0,38,441,2044,0,14
Total Yards,0,39,440,2024,0,5
Total Yards,0,40,440,2043,0,24
Total Yards,0,41,439,2045,0,25
Total Yards,0,42,439,2049,0,26
Total Yards,0,43,437,2041,0,28
Total Yards,0,44,436,2038,0,13
Total Yards,0,45,436,2067,0,24
Total Yards,0,46,435,2028,0,14
Total Yards,0,47,435,2040,0,3
Total Yards,0,48,435,2068,0,29
Total Yards,0,49,434,2034,0,1
Total Yards,0,50,434,2038,0,8
Total Yards,0,51,434,2068,0,18
Total Yards,0,52,433,2023,0,22
Total Yards,0,53,431,2064,0,25
