Stage,Year,Player_ID,Transaction,Team,Position_Group,Money,Years/Original_Position,Original_Team/Destination_Position/Misc.
Staff Draft,2066,40615,changed primary position,30,OLB,0,WILB,WLB
FA Stage 1,2066,37382,released,16,CB,0,0,0
FA Stage 1,2066,31566,released,22,S,0,0,0
FA Stage 1,2066,34195,released,23,QB,0,0,0
FA Stage 1,2066,32462,released,26,QB,0,0,0
FA Stage 1,2066,35066,released,28,RB,0,0,0
FA Stage 1,2066,32754,released,0,C,0,0,0
FA Stage 1,2066,32155,released,0,DE,0,0,0
FA Stage 1,2066,36837,released,0,WR,0,0,0
FA Stage 1,2066,37695,released,0,WR,0,0,0
FA Stage 1,2066,28764,released,0,K,0,0,0
FA Stage 1,2066,32521,released,0,RB,0,0,0
FA Stage 1,2066,33172,released,0,CB,0,0,0
FA Stage 1,2066,38520,released,0,WR,0,0,0
FA Stage 1,2066,35263,released,0,WR,0,0,0
FA Stage 1,2066,32230,released,1,ILB,0,0,0
FA Stage 1,2066,32679,released,1,WR,0,0,0
FA Stage 1,2066,38178,released,1,CB,0,0,0
FA Stage 1,2066,32815,released,1,G,0,0,0
FA Stage 1,2066,37221,released,1,DT,0,0,0
FA Stage 1,2066,38179,released,1,CB,0,0,0
FA Stage 1,2066,32011,released,1,T,0,0,0
FA Stage 1,2066,38531,released,1,WR,0,0,0
FA Stage 1,2066,37259,released,1,ILB,0,0,0
FA Stage 1,2066,32295,released,3,OLB,0,0,0
FA Stage 1,2066,35707,released,3,CB,0,0,0
FA Stage 1,2066,38203,released,3,CB,0,0,0
FA Stage 1,2066,37142,released,3,DE,0,0,0
FA Stage 1,2066,30812,released,3,QB,0,0,0
FA Stage 1,2066,35804,released,3,S,0,0,0
FA Stage 1,2066,38005,released,3,DE,0,0,0
FA Stage 1,2066,34001,released,3,ILB,0,0,0
FA Stage 1,2066,31071,released,3,C,0,0,0
FA Stage 1,2066,34728,released,4,DT,0,0,0
FA Stage 1,2066,36371,released,4,DT,0,0,0
FA Stage 1,2066,33793,released,4,DE,0,0,0
FA Stage 1,2066,34612,released,4,P,0,0,0
FA Stage 1,2066,33484,released,4,TE,0,0,0
FA Stage 1,2066,36890,released,4,WR,0,0,0
FA Stage 1,2066,33198,released,4,CB,0,0,0
FA Stage 1,2066,36374,released,4,DT,0,0,0
FA Stage 1,2066,38435,released,4,FB,0,0,0
FA Stage 1,2066,33028,released,5,DT,0,0,0
FA Stage 1,2066,33480,released,5,TE,0,0,0
FA Stage 1,2066,38975,released,5,OLB,0,0,0
FA Stage 1,2066,33948,released,5,ILB,0,0,0
FA Stage 1,2066,36209,released,5,T,0,0,0
FA Stage 1,2066,35365,released,5,G,0,0,0
FA Stage 1,2066,35603,released,5,OLB,0,0,0
FA Stage 1,2066,35578,released,5,DE,0,0,0
FA Stage 1,2066,36509,released,5,CB,0,0,0
FA Stage 1,2066,29969,released,6,QB,0,0,0
FA Stage 1,2066,37160,released,6,DT,0,0,0
FA Stage 1,2066,38480,released,6,TE,0,0,0
FA Stage 1,2066,37913,released,6,P,0,0,0
FA Stage 1,2066,35977,released,6,TE,0,0,0
FA Stage 1,2066,36712,released,6,RB,0,0,0
FA Stage 1,2066,37617,released,6,FB,0,0,0
FA Stage 1,2066,38933,released,6,ILB,0,0,0
FA Stage 1,2066,38983,released,6,OLB,0,0,0
FA Stage 1,2066,34101,released,8,S,0,0,0
FA Stage 1,2066,36473,released,8,OLB,0,0,0
FA Stage 1,2066,34466,released,8,C,0,0,0
FA Stage 1,2066,34142,released,8,S,0,0,0
FA Stage 1,2066,36236,released,8,T,0,0,0
FA Stage 1,2066,38158,released,8,OLB,0,0,0
FA Stage 1,2066,38704,released,8,T,0,0,0
FA Stage 1,2066,33630,released,8,G,0,0,0
FA Stage 1,2066,35083,released,8,RB,0,0,0
FA Stage 1,2066,36983,released,9,G,0,0,0
FA Stage 1,2066,36542,released,9,CB,0,0,0
FA Stage 1,2066,34775,released,9,ILB,0,0,0
FA Stage 1,2066,36258,released,9,P,0,0,0
FA Stage 1,2066,38847,released,9,DE,0,0,0
FA Stage 1,2066,31992,released,11,T,0,0,0
FA Stage 1,2066,38733,released,11,T,0,0,0
FA Stage 1,2066,37945,released,11,K,0,0,0
FA Stage 1,2066,35702,released,11,CB,0,0,0
FA Stage 1,2066,35287,released,11,C,0,0,0
FA Stage 1,2066,37115,released,11,DE,0,0,0
FA Stage 1,2066,36327,released,11,DE,0,0,0
FA Stage 1,2066,38779,released,11,P,0,0,0
FA Stage 1,2066,39038,released,11,CB,0,0,0
FA Stage 1,2066,31774,released,13,TE,0,0,0
FA Stage 1,2066,34719,released,13,DT,0,0,0
FA Stage 1,2066,38191,released,13,CB,0,0,0
FA Stage 1,2066,37835,released,13,G,0,0,0
FA Stage 1,2066,38126,released,13,OLB,0,0,0
FA Stage 1,2066,32865,released,13,T,0,0,0
FA Stage 1,2066,37046,released,13,T,0,0,0
FA Stage 1,2066,39041,released,13,CB,0,0,0
FA Stage 1,2066,36157,released,13,G,0,0,0
FA Stage 1,2066,32881,released,14,T,0,0,0
FA Stage 1,2066,37964,released,14,DE,0,0,0
FA Stage 1,2066,34994,released,14,S,0,0,0
FA Stage 1,2066,31265,released,14,DT,0,0,0
FA Stage 1,2066,37542,released,14,RB,0,0,0
FA Stage 1,2066,38644,released,14,G,0,0,0
FA Stage 1,2066,34458,released,14,C,0,0,0
FA Stage 1,2066,35924,released,14,RB,0,0,0
FA Stage 1,2066,39058,released,14,CB,0,0,0
FA Stage 1,2066,34598,released,15,T,0,0,0
FA Stage 1,2066,36497,released,15,OLB,0,0,0
FA Stage 1,2066,36846,released,15,WR,0,0,0
FA Stage 1,2066,35527,released,15,DE,0,0,0
FA Stage 1,2066,34623,released,15,K,0,0,0
FA Stage 1,2066,34732,released,15,DT,0,0,0
FA Stage 1,2066,37200,released,15,DT,0,0,0
FA Stage 1,2066,35904,released,15,RB,0,0,0
FA Stage 1,2066,31131,released,15,G,0,0,0
FA Stage 1,2066,37445,released,17,S,0,0,0
FA Stage 1,2066,35789,released,17,S,0,0,0
FA Stage 1,2066,36083,released,17,WR,0,0,0
FA Stage 1,2066,37318,released,18,OLB,0,0,0
FA Stage 1,2066,32661,released,18,WR,0,0,0
FA Stage 1,2066,36552,released,18,CB,0,0,0
FA Stage 1,2066,32695,released,18,WR,0,0,0
FA Stage 1,2066,37234,released,18,ILB,0,0,0
FA Stage 1,2066,37285,released,18,OLB,0,0,0
FA Stage 1,2066,34692,released,18,DT,0,0,0
FA Stage 1,2066,35878,released,18,RB,0,0,0
FA Stage 1,2066,37620,released,18,TE,0,0,0
FA Stage 1,2066,38393,released,19,RB,0,0,0
FA Stage 1,2066,35546,released,19,DT,0,0,0
FA Stage 1,2066,33958,released,19,OLB,0,0,0
FA Stage 1,2066,37645,released,19,TE,0,0,0
FA Stage 1,2066,32045,released,19,P,0,0,0
FA Stage 1,2066,39197,released,19,QB,0,0,0
FA Stage 1,2066,39975,released,19,S,0,0,0
FA Stage 1,2066,34751,released,20,DT,0,0,0
FA Stage 1,2066,31813,released,20,WR,0,0,0
FA Stage 1,2066,36921,released,20,C,0,0,0
FA Stage 1,2066,32039,released,20,P,0,0,0
FA Stage 1,2066,35852,released,20,QB,0,0,0
FA Stage 1,2066,36082,released,21,WR,0,0,0
FA Stage 1,2066,35426,released,21,T,0,0,0
FA Stage 1,2066,35674,released,21,OLB,0,0,0
FA Stage 1,2066,34178,released,21,QB,0,0,0
FA Stage 1,2066,36617,released,21,S,0,0,0
FA Stage 1,2066,32929,released,21,K,0,0,0
FA Stage 1,2066,38890,released,21,DT,0,0,0
FA Stage 1,2066,36735,released,22,RB,0,0,0
FA Stage 1,2066,33872,released,22,DT,0,0,0
FA Stage 1,2066,33830,released,22,DE,0,0,0
FA Stage 1,2066,36062,released,22,WR,0,0,0
FA Stage 1,2066,36393,released,22,DT,0,0,0
FA Stage 1,2066,33558,released,22,WR,0,0,0
FA Stage 1,2066,38120,released,22,OLB,0,0,0
FA Stage 1,2066,33010,released,23,DE,0,0,0
FA Stage 1,2066,34972,released,23,S,0,0,0
FA Stage 1,2066,35599,released,23,ILB,0,0,0
FA Stage 1,2066,37988,released,23,DE,0,0,0
FA Stage 1,2066,38083,released,23,ILB,0,0,0
FA Stage 1,2066,34814,released,24,OLB,0,0,0
FA Stage 1,2066,35917,released,24,RB,0,0,0
FA Stage 1,2066,35333,released,25,G,0,0,0
FA Stage 1,2066,35563,released,25,DT,0,0,0
FA Stage 1,2066,34125,released,25,S,0,0,0
FA Stage 1,2066,32716,released,25,WR,0,0,0
FA Stage 1,2066,32794,released,25,G,0,0,0
FA Stage 1,2066,38740,released,25,T,0,0,0
FA Stage 1,2066,39029,released,25,OLB,0,0,0
FA Stage 1,2066,33934,released,25,ILB,0,0,0
FA Stage 1,2066,34309,released,25,TE,0,0,0
FA Stage 1,2066,30987,released,26,WR,0,0,0
FA Stage 1,2066,32662,released,26,WR,0,0,0
FA Stage 1,2066,37310,released,26,OLB,0,0,0
FA Stage 1,2066,37403,released,26,CB,0,0,0
FA Stage 1,2066,32406,released,26,S,0,0,0
FA Stage 1,2066,36992,released,26,G,0,0,0
FA Stage 1,2066,38412,released,26,RB,0,0,0
FA Stage 1,2066,33875,released,26,DT,0,0,0
FA Stage 1,2066,39426,released,26,WR,0,0,0
FA Stage 1,2066,37427,released,27,S,0,0,0
FA Stage 1,2066,34673,released,27,DE,0,0,0
FA Stage 1,2066,33897,released,27,DT,0,0,0
FA Stage 1,2066,34653,released,27,DT,0,0,0
FA Stage 1,2066,33907,released,29,DT,0,0,0
FA Stage 1,2066,30777,released,30,QB,0,0,0
FA Stage 1,2066,34086,released,30,CB,0,0,0
FA Stage 1,2066,37248,released,30,OLB,0,0,0
FA Stage 1,2066,35252,released,30,WR,0,0,0
FA Stage 1,2066,37350,released,30,CB,0,0,0
FA Stage 1,2066,34790,released,30,ILB,0,0,0
FA Stage 1,2066,34669,released,30,DE,0,0,0
FA Stage 1,2066,38598,released,30,WR,0,0,0
FA Stage 1,2066,36025,released,30,WR,0,0,0
FA Stage 1,2066,37965,designated as a franchise player,20,DE,0,0,0
FA Stage 1,2066,37746,designated as a franchise player,22,WR,0,0,0
FA Stage 1,2066,36881,signed a renegotiated contract,10,WR,15974,5,0
FA Stage 1,2066,37530,signed a renegotiated contract,10,RB,10277,4,0
FA Stage 1,2066,34228,signed a renegotiated contract,0,RB,7382,3,0
FA Stage 1,2066,32452,signed a renegotiated contract,0,QB,6963,3,0
FA Stage 1,2066,35509,signed a renegotiated contract,0,DE,4135,4,0
FA Stage 1,2066,36569,signed a renegotiated contract,0,CB,4586,3,0
FA Stage 1,2066,37074,signed a renegotiated contract,0,P,2054,4,0
FA Stage 1,2066,32392,signed a renegotiated contract,0,S,3172,2,0
FA Stage 1,2066,37197,signed a renegotiated contract,0,DT,2281,4,0
FA Stage 1,2066,34576,signed a renegotiated contract,0,T,2446,3,0
FA Stage 1,2066,35601,signed a renegotiated contract,0,ILB,1174,3,0
FA Stage 1,2066,33649,signed a renegotiated contract,0,G,1087,3,0
FA Stage 1,2066,37500,signed a renegotiated contract,0,QB,518,2,0
FA Stage 1,2066,33600,signed a renegotiated contract,0,C,518,2,0
FA Stage 1,2066,33237,signed a renegotiated contract,1,S,5937,3,0
FA Stage 1,2066,38186,signed a renegotiated contract,1,CB,3504,3,0
FA Stage 1,2066,38881,signed a renegotiated contract,1,DE,3495,4,0
FA Stage 1,2066,36135,signed a renegotiated contract,1,G,4543,3,0
FA Stage 1,2066,35392,signed a renegotiated contract,1,T,3604,3,0
FA Stage 1,2066,35987,signed a renegotiated contract,1,TE,5104,3,0
FA Stage 1,2066,37412,signed a renegotiated contract,1,S,2406,3,0
FA Stage 1,2066,36876,signed a renegotiated contract,1,WR,3195,5,0
FA Stage 1,2066,39007,signed a renegotiated contract,1,OLB,1212,4,0
FA Stage 1,2066,38688,signed a renegotiated contract,1,G,937,3,0
FA Stage 1,2066,38305,signed a renegotiated contract,1,QB,473,2,0
FA Stage 1,2066,31894,signed a renegotiated contract,1,C,507,2,0
FA Stage 1,2066,38522,signed a renegotiated contract,2,WR,9601,4,0
FA Stage 1,2066,35722,signed a renegotiated contract,2,CB,3708,4,0
FA Stage 1,2066,32764,signed a renegotiated contract,2,G,3562,2,0
FA Stage 1,2066,38743,signed a renegotiated contract,2,T,3052,5,0
FA Stage 1,2066,36607,signed a renegotiated contract,2,S,2972,3,0
FA Stage 1,2066,39002,signed a renegotiated contract,2,OLB,3159,4,0
FA Stage 1,2066,34148,signed a renegotiated contract,2,S,2723,3,0
FA Stage 1,2066,28742,signed a renegotiated contract,2,P,1030,2,0
FA Stage 1,2066,36097,signed a renegotiated contract,2,C,2684,4,0
FA Stage 1,2066,37580,signed a renegotiated contract,2,RB,1135,3,0
FA Stage 1,2066,36487,signed a renegotiated contract,2,OLB,1073,3,0
FA Stage 1,2066,38820,signed a renegotiated contract,2,DE,986,2,0
FA Stage 1,2066,37026,signed a renegotiated contract,2,T,3176,3,0
FA Stage 1,2066,39136,signed a renegotiated contract,2,S,870,2,0
FA Stage 1,2066,37055,signed a renegotiated contract,3,T,11015,4,0
FA Stage 1,2066,37860,signed a renegotiated contract,3,T,3855,4,0
FA Stage 1,2066,35229,signed a renegotiated contract,3,WR,5752,3,0
FA Stage 1,2066,35776,signed a renegotiated contract,3,S,4209,4,0
FA Stage 1,2066,36861,signed a renegotiated contract,3,WR,6088,5,0
FA Stage 1,2066,32202,signed a renegotiated contract,3,ILB,4585,2,0
FA Stage 1,2066,38151,signed a renegotiated contract,3,OLB,11629,4,0
FA Stage 1,2066,38857,signed a renegotiated contract,3,DE,1216,2,0
FA Stage 1,2066,36718,signed a renegotiated contract,3,RB,5540,3,0
FA Stage 1,2066,39482,signed a renegotiated contract,3,C,761,3,0
FA Stage 1,2066,37604,signed a renegotiated contract,3,FB,622,3,0
FA Stage 1,2066,30385,signed a renegotiated contract,3,P,513,2,0
FA Stage 1,2066,34627,signed a renegotiated contract,3,K,1135,3,0
FA Stage 1,2066,35819,signed a renegotiated contract,3,QB,496,2,0
FA Stage 1,2066,34359,signed a renegotiated contract,4,WR,9940,3,0
FA Stage 1,2066,39120,signed a renegotiated contract,4,S,6233,4,0
FA Stage 1,2066,34771,signed a renegotiated contract,4,ILB,7358,3,0
FA Stage 1,2066,34698,signed a renegotiated contract,4,DE,4248,3,0
FA Stage 1,2066,31221,signed a renegotiated contract,4,K,1748,3,0
FA Stage 1,2066,38205,signed a renegotiated contract,4,CB,3504,3,0
FA Stage 1,2066,38481,signed a renegotiated contract,4,TE,4368,3,0
FA Stage 1,2066,38570,signed a renegotiated contract,4,WR,2599,3,0
FA Stage 1,2066,38977,signed a renegotiated contract,4,OLB,2828,5,0
FA Stage 1,2066,36394,signed a renegotiated contract,4,DE,3618,4,0
FA Stage 1,2066,35853,signed a renegotiated contract,4,QB,876,2,0
FA Stage 1,2066,38542,signed a renegotiated contract,4,WR,1276,2,0
FA Stage 1,2066,36554,signed a renegotiated contract,5,CB,7551,3,0
FA Stage 1,2066,35046,signed a renegotiated contract,5,QB,7480,3,0
FA Stage 1,2066,35769,signed a renegotiated contract,5,S,3402,4,0
FA Stage 1,2066,39748,signed a renegotiated contract,5,DT,976,3,0
FA Stage 1,2066,35434,signed a renegotiated contract,5,P,1581,3,0
FA Stage 1,2066,39131,signed a renegotiated contract,5,S,2378,3,0
FA Stage 1,2066,38496,signed a renegotiated contract,5,TE,473,2,0
FA Stage 1,2066,37475,signed a renegotiated contract,5,QB,459,2,0
FA Stage 1,2066,38569,signed a renegotiated contract,5,WR,473,2,0
FA Stage 1,2066,32461,signed a renegotiated contract,6,QB,18549,3,0
FA Stage 1,2066,35463,signed a renegotiated contract,6,K,1721,3,0
FA Stage 1,2066,33646,signed a renegotiated contract,6,G,3512,3,0
FA Stage 1,2066,38896,signed a renegotiated contract,6,DT,3192,4,0
FA Stage 1,2066,37402,signed a renegotiated contract,6,CB,6530,4,0
FA Stage 1,2066,38591,signed a renegotiated contract,6,WR,1568,2,0
FA Stage 1,2066,35995,signed a renegotiated contract,6,TE,1028,3,0
FA Stage 1,2066,34809,signed a renegotiated contract,6,OLB,2995,3,0
FA Stage 1,2066,39468,signed a renegotiated contract,6,C,384,2,0
FA Stage 1,2066,37581,signed a renegotiated contract,7,RB,1221,3,0
FA Stage 1,2066,37338,signed a renegotiated contract,7,CB,1233,3,0
FA Stage 1,2066,37586,signed a renegotiated contract,7,FB,611,3,0
FA Stage 1,2066,38762,signed a renegotiated contract,7,P,1502,5,0
FA Stage 1,2066,34386,signed a renegotiated contract,7,WR,3389,3,0
FA Stage 1,2066,36075,signed a renegotiated contract,7,WR,2362,4,0
FA Stage 1,2066,36517,signed a renegotiated contract,7,CB,1816,3,0
FA Stage 1,2066,38713,signed a renegotiated contract,7,T,986,3,0
FA Stage 1,2066,32170,signed a renegotiated contract,7,DE,1726,2,0
FA Stage 1,2066,35388,signed a renegotiated contract,7,T,2134,3,0
FA Stage 1,2066,36356,signed a renegotiated contract,7,DT,1073,2,0
FA Stage 1,2066,32316,signed a renegotiated contract,7,CB,2811,2,0
FA Stage 1,2066,35543,signed a renegotiated contract,8,DT,8265,4,0
FA Stage 1,2066,38809,signed a renegotiated contract,8,DE,10089,5,0
FA Stage 1,2066,36395,signed a renegotiated contract,8,DT,2079,4,0
FA Stage 1,2066,37672,signed a renegotiated contract,8,WR,6293,5,0
FA Stage 1,2066,38006,signed a renegotiated contract,8,DE,5090,3,0
FA Stage 1,2066,38094,signed a renegotiated contract,8,ILB,4628,3,0
FA Stage 1,2066,34581,signed a renegotiated contract,8,T,4880,3,0
FA Stage 1,2066,38050,signed a renegotiated contract,8,DT,6989,4,0
FA Stage 1,2066,34145,signed a renegotiated contract,8,S,3417,3,0
FA Stage 1,2066,39069,signed a renegotiated contract,8,CB,496,2,0
FA Stage 1,2066,35611,signed a renegotiated contract,8,ILB,2362,3,0
FA Stage 1,2066,36950,signed a renegotiated contract,8,G,2527,4,0
FA Stage 1,2066,33876,signed a renegotiated contract,9,DT,7606,3,0
FA Stage 1,2066,35698,signed a renegotiated contract,9,CB,6048,3,0
FA Stage 1,2066,33831,signed a renegotiated contract,9,DE,4715,3,0
FA Stage 1,2066,38687,signed a renegotiated contract,9,G,1694,4,0
FA Stage 1,2066,37457,signed a renegotiated contract,9,S,1458,3,0
FA Stage 1,2066,38457,signed a renegotiated contract,9,FB,605,4,0
FA Stage 1,2066,38842,signed a renegotiated contract,9,DE,988,2,0
FA Stage 1,2066,39843,signed a renegotiated contract,9,OLB,433,2,0
FA Stage 1,2066,39266,signed a renegotiated contract,9,RB,384,2,0
FA Stage 1,2066,32433,signed a renegotiated contract,9,QB,507,2,0
FA Stage 1,2066,35565,signed a renegotiated contract,11,DT,6039,4,0
FA Stage 1,2066,36529,signed a renegotiated contract,11,CB,8706,3,0
FA Stage 1,2066,38299,signed a renegotiated contract,11,S,4076,4,0
FA Stage 1,2066,32851,signed a renegotiated contract,11,T,2554,3,0
FA Stage 1,2066,34361,signed a renegotiated contract,11,WR,4653,3,0
FA Stage 1,2066,34398,signed a renegotiated contract,11,WR,4067,4,0
FA Stage 1,2066,32192,signed a renegotiated contract,11,ILB,1060,2,0
FA Stage 1,2066,38651,signed a renegotiated contract,11,G,1154,4,0
FA Stage 1,2066,35772,signed a renegotiated contract,11,S,2141,4,0
FA Stage 1,2066,36659,signed a renegotiated contract,11,QB,459,2,0
FA Stage 1,2066,37693,signed a renegotiated contract,11,WR,459,2,0
FA Stage 1,2066,37623,signed a renegotiated contract,11,TE,459,2,0
FA Stage 1,2066,32832,signed a renegotiated contract,12,T,2868,2,0
FA Stage 1,2066,35327,signed a renegotiated contract,12,G,3718,3,0
FA Stage 1,2066,34382,signed a renegotiated contract,12,WR,4425,3,0
FA Stage 1,2066,35391,signed a renegotiated contract,12,T,2297,3,0
FA Stage 1,2066,32900,signed a renegotiated contract,12,P,1341,3,0
FA Stage 1,2066,35754,signed a renegotiated contract,12,CB,2952,4,0
FA Stage 1,2066,39141,signed a renegotiated contract,12,S,2255,3,0
FA Stage 1,2066,33873,signed a renegotiated contract,12,DT,2200,2,0
FA Stage 1,2066,38953,signed a renegotiated contract,12,ILB,2303,4,0
FA Stage 1,2066,39003,signed a renegotiated contract,12,OLB,473,2,0
FA Stage 1,2066,38539,signed a renegotiated contract,12,WR,1449,2,0
FA Stage 1,2066,33318,signed a renegotiated contract,13,QB,11204,3,0
FA Stage 1,2066,38554,signed a renegotiated contract,13,WR,5268,4,0
FA Stage 1,2066,32364,signed a renegotiated contract,13,CB,3892,2,0
FA Stage 1,2066,38382,signed a renegotiated contract,13,RB,5321,5,0
FA Stage 1,2066,38992,signed a renegotiated contract,13,OLB,6419,5,0
FA Stage 1,2066,36546,signed a renegotiated contract,13,CB,1878,3,0
FA Stage 1,2066,39126,signed a renegotiated contract,13,S,1412,3,0
FA Stage 1,2066,38862,signed a renegotiated contract,13,DT,1745,3,0
FA Stage 1,2066,38563,signed a renegotiated contract,13,WR,473,2,0
FA Stage 1,2066,38675,signed a renegotiated contract,14,G,6051,5,0
FA Stage 1,2066,35506,signed a renegotiated contract,14,DE,5704,3,0
FA Stage 1,2066,35620,signed a renegotiated contract,14,ILB,6460,3,0
FA Stage 1,2066,33748,signed a renegotiated contract,14,P,1844,3,0
FA Stage 1,2066,38853,signed a renegotiated contract,14,DE,3966,3,0
FA Stage 1,2066,32083,signed a renegotiated contract,14,DT,4739,3,0
FA Stage 1,2066,35153,signed a renegotiated contract,14,TE,4882,4,0
FA Stage 1,2066,37343,signed a renegotiated contract,14,CB,3469,4,0
FA Stage 1,2066,34381,signed a renegotiated contract,14,WR,3870,3,0
FA Stage 1,2066,35308,signed a renegotiated contract,14,C,3148,4,0
FA Stage 1,2066,38292,signed a renegotiated contract,14,S,3795,4,0
FA Stage 1,2066,39099,signed a renegotiated contract,14,CB,1127,3,0
FA Stage 1,2066,35965,signed a renegotiated contract,14,TE,478,2,0
FA Stage 1,2066,38217,signed a renegotiated contract,15,CB,10487,3,0
FA Stage 1,2066,38518,signed a renegotiated contract,15,WR,6225,4,0
FA Stage 1,2066,32191,signed a renegotiated contract,15,DT,3968,3,0
FA Stage 1,2066,37019,signed a renegotiated contract,15,T,4848,3,0
FA Stage 1,2066,31213,signed a renegotiated contract,15,P,1348,3,0
FA Stage 1,2066,34812,signed a renegotiated contract,15,OLB,1116,3,0
FA Stage 1,2066,37236,signed a renegotiated contract,15,ILB,1584,3,0
FA Stage 1,2066,36645,signed a renegotiated contract,15,QB,518,2,0
FA Stage 1,2066,37704,signed a renegotiated contract,15,WR,1479,4,0
FA Stage 1,2066,38902,signed a renegotiated contract,16,DT,5873,4,0
FA Stage 1,2066,38897,signed a renegotiated contract,16,DE,7244,4,0
FA Stage 1,2066,33621,signed a renegotiated contract,16,G,4477,2,0
FA Stage 1,2066,35715,signed a renegotiated contract,16,CB,1944,3,0
FA Stage 1,2066,36533,signed a renegotiated contract,16,CB,2191,4,0
FA Stage 1,2066,36755,signed a renegotiated contract,16,FB,549,3,0
FA Stage 1,2066,37703,signed a renegotiated contract,16,WR,3683,5,0
