Stage,Year,Player_ID,Transaction,Team,Position_Group,Money,Years/Original_Position,Original_Team/Destination_Position/Misc.
FA Stage 1,2065,37318,released,1,OLB,0,0,0
FA Stage 1,2065,33911,released,1,OLB,0,0,0
FA Stage 1,2065,30345,released,1,T,0,0,0
FA Stage 1,2065,31081,released,1,G,0,0,0
FA Stage 1,2065,30962,released,1,WR,0,0,0
FA Stage 1,2065,35434,released,1,P,0,0,0
FA Stage 1,2065,35974,released,3,TE,0,0,0
FA Stage 1,2065,34458,released,3,C,0,0,0
FA Stage 1,2065,36371,released,3,DT,0,0,0
FA Stage 1,2065,36167,released,3,G,0,0,0
FA Stage 1,2065,34934,released,3,CB,0,0,0
FA Stage 1,2065,32684,released,3,WR,0,0,0
FA Stage 1,2065,35772,released,3,S,0,0,0
FA Stage 1,2065,35878,released,3,RB,0,0,0
FA Stage 1,2065,37119,released,3,DE,0,0,0
FA Stage 1,2065,31091,released,4,G,0,0,0
FA Stage 1,2065,32865,released,4,T,0,0,0
FA Stage 1,2065,35837,released,4,QB,0,0,0
FA Stage 1,2065,34037,released,4,CB,0,0,0
FA Stage 1,2065,37577,released,4,RB,0,0,0
FA Stage 1,2065,37809,released,4,G,0,0,0
FA Stage 1,2065,38287,released,4,S,0,0,0
FA Stage 1,2065,36098,released,4,C,0,0,0
FA Stage 1,2065,37315,released,4,OLB,0,0,0
FA Stage 1,2065,34877,released,5,CB,0,0,0
FA Stage 1,2065,34912,released,5,CB,0,0,0
FA Stage 1,2065,32716,released,5,WR,0,0,0
FA Stage 1,2065,32661,released,5,WR,0,0,0
FA Stage 1,2065,35225,released,5,WR,0,0,0
FA Stage 1,2065,29569,released,5,P,0,0,0
FA Stage 1,2065,34220,released,5,RB,0,0,0
FA Stage 1,2065,37542,released,5,RB,0,0,0
FA Stage 1,2065,32774,released,5,G,0,0,0
FA Stage 1,2065,35333,released,6,G,0,0,0
FA Stage 1,2065,35561,released,6,DE,0,0,0
FA Stage 1,2065,34045,released,6,CB,0,0,0
FA Stage 1,2065,35314,released,6,G,0,0,0
FA Stage 1,2065,38005,released,6,DE,0,0,0
FA Stage 1,2065,35733,released,6,CB,0,0,0
FA Stage 1,2065,35575,released,6,DT,0,0,0
FA Stage 1,2065,36497,released,6,OLB,0,0,0
FA Stage 1,2065,37558,released,6,RB,0,0,0
FA Stage 1,2065,33252,released,7,S,0,0,0
FA Stage 1,2065,34028,released,7,CB,0,0,0
FA Stage 1,2065,35774,released,7,S,0,0,0
FA Stage 1,2065,32815,released,7,G,0,0,0
FA Stage 1,2065,37116,released,7,DE,0,0,0
FA Stage 1,2065,33797,released,7,DT,0,0,0
FA Stage 1,2065,33804,released,7,DE,0,0,0
FA Stage 1,2065,33198,released,8,CB,0,0,0
FA Stage 1,2065,34393,released,8,WR,0,0,0
FA Stage 1,2065,31213,released,8,P,0,0,0
FA Stage 1,2065,31023,released,8,WR,0,0,0
FA Stage 1,2065,36952,released,9,G,0,0,0
FA Stage 1,2065,32754,released,9,C,0,0,0
FA Stage 1,2065,34034,released,9,CB,0,0,0
FA Stage 1,2065,32695,released,9,WR,0,0,0
FA Stage 1,2065,35391,released,9,T,0,0,0
FA Stage 1,2065,30752,released,9,S,0,0,0
FA Stage 1,2065,31739,released,9,TE,0,0,0
FA Stage 1,2065,33604,released,9,C,0,0,0
FA Stage 1,2065,38040,released,9,DT,0,0,0
FA Stage 1,2065,35153,released,11,TE,0,0,0
FA Stage 1,2065,36145,released,11,G,0,0,0
FA Stage 1,2065,37310,released,11,OLB,0,0,0
FA Stage 1,2065,32170,released,11,DE,0,0,0
FA Stage 1,2065,34084,released,11,CB,0,0,0
FA Stage 1,2065,34481,released,11,G,0,0,0
FA Stage 1,2065,34119,released,11,S,0,0,0
FA Stage 1,2065,36192,released,11,T,0,0,0
FA Stage 1,2065,33893,released,11,DT,0,0,0
FA Stage 1,2065,35470,released,13,K,0,0,0
FA Stage 1,2065,35365,released,13,G,0,0,0
FA Stage 1,2065,33668,released,13,G,0,0,0
FA Stage 1,2065,35263,released,14,WR,0,0,0
FA Stage 1,2065,32307,released,14,CB,0,0,0
FA Stage 1,2065,35252,released,14,WR,0,0,0
FA Stage 1,2065,31772,released,14,TE,0,0,0
FA Stage 1,2065,35904,released,14,RB,0,0,0
FA Stage 1,2065,33990,released,14,OLB,0,0,0
FA Stage 1,2065,37586,released,14,FB,0,0,0
FA Stage 1,2065,37904,released,14,T,0,0,0
FA Stage 1,2065,38131,released,14,OLB,0,0,0
FA Stage 1,2065,33512,released,15,WR,0,0,0
FA Stage 1,2065,33951,released,15,ILB,0,0,0
FA Stage 1,2065,32406,released,15,S,0,0,0
FA Stage 1,2065,34222,released,15,RB,0,0,0
FA Stage 1,2065,32157,released,15,DT,0,0,0
FA Stage 1,2065,34696,released,15,DE,0,0,0
FA Stage 1,2065,32794,released,15,G,0,0,0
FA Stage 1,2065,37325,released,16,OLB,0,0,0
FA Stage 1,2065,35989,released,16,TE,0,0,0
FA Stage 1,2065,31774,released,17,TE,0,0,0
FA Stage 1,2065,34728,released,17,DT,0,0,0
FA Stage 1,2065,35873,released,17,RB,0,0,0
FA Stage 1,2065,32594,released,18,TE,0,0,0
FA Stage 1,2065,35804,released,18,S,0,0,0
FA Stage 1,2065,34994,released,18,S,0,0,0
FA Stage 1,2065,36484,released,18,OLB,0,0,0
FA Stage 1,2065,33678,released,18,G,0,0,0
FA Stage 1,2065,31691,released,18,RB,0,0,0
FA Stage 1,2065,31070,released,18,C,0,0,0
FA Stage 1,2065,37196,released,18,DE,0,0,0
FA Stage 1,2065,38204,released,18,CB,0,0,0
FA Stage 1,2065,37011,released,19,T,0,0,0
FA Stage 1,2065,34212,released,19,RB,0,0,0
FA Stage 1,2065,36898,released,19,WR,0,0,0
FA Stage 1,2065,35924,released,19,RB,0,0,0
FA Stage 1,2065,31948,released,19,G,0,0,0
FA Stage 1,2065,33984,released,19,OLB,0,0,0
FA Stage 1,2065,33862,released,19,DE,0,0,0
FA Stage 1,2065,37454,released,19,S,0,0,0
FA Stage 1,2065,35451,released,19,K,0,0,0
FA Stage 1,2065,34120,released,20,S,0,0,0
FA Stage 1,2065,36025,released,20,WR,0,0,0
FA Stage 1,2065,36700,released,20,RB,0,0,0
FA Stage 1,2065,32343,released,20,CB,0,0,0
FA Stage 1,2065,35088,released,20,RB,0,0,0
FA Stage 1,2065,37714,released,20,WR,0,0,0
FA Stage 1,2065,38142,released,20,OLB,0,0,0
FA Stage 1,2065,32809,released,20,G,0,0,0
FA Stage 1,2065,36157,released,20,G,0,0,0
FA Stage 1,2065,34250,released,21,RB,0,0,0
FA Stage 1,2065,32807,released,21,G,0,0,0
FA Stage 1,2065,34727,released,21,DE,0,0,0
FA Stage 1,2065,34271,released,21,RB,0,0,0
FA Stage 1,2065,37287,released,21,OLB,0,0,0
FA Stage 1,2065,35556,released,21,DT,0,0,0
FA Stage 1,2065,37828,released,21,G,0,0,0
FA Stage 1,2065,33751,released,21,P,0,0,0
FA Stage 1,2065,34178,released,21,QB,0,0,0
FA Stage 1,2065,35425,released,22,T,0,0,0
FA Stage 1,2065,36815,released,22,TE,0,0,0
FA Stage 1,2065,36002,released,23,TE,0,0,0
FA Stage 1,2065,35563,released,23,DT,0,0,0
FA Stage 1,2065,35201,released,23,WR,0,0,0
FA Stage 1,2065,29580,released,23,P,0,0,0
FA Stage 1,2065,36446,released,23,OLB,0,0,0
FA Stage 1,2065,34980,released,23,S,0,0,0
FA Stage 1,2065,35321,released,23,G,0,0,0
FA Stage 1,2065,36692,released,23,RB,0,0,0
FA Stage 1,2065,32195,released,23,ILB,0,0,0
FA Stage 1,2065,33649,released,25,G,0,0,0
FA Stage 1,2065,36533,released,25,CB,0,0,0
FA Stage 1,2065,34818,released,25,OLB,0,0,0
FA Stage 1,2065,32681,released,25,WR,0,0,0
FA Stage 1,2065,36711,released,25,RB,0,0,0
FA Stage 1,2065,35927,released,25,RB,0,0,0
FA Stage 1,2065,38030,released,25,DE,0,0,0
FA Stage 1,2065,33643,released,25,G,0,0,0
FA Stage 1,2065,32758,released,25,C,0,0,0
FA Stage 1,2065,33811,released,26,DE,0,0,0
FA Stage 1,2065,34793,released,26,OLB,0,0,0
FA Stage 1,2065,34555,released,26,T,0,0,0
FA Stage 1,2065,36983,released,26,G,0,0,0
FA Stage 1,2065,37815,released,26,G,0,0,0
FA Stage 1,2065,36509,released,26,CB,0,0,0
FA Stage 1,2065,36417,released,26,ILB,0,0,0
FA Stage 1,2065,30966,released,26,WR,0,0,0
FA Stage 1,2065,33013,released,26,DT,0,0,0
FA Stage 1,2065,35257,released,27,WR,0,0,0
FA Stage 1,2065,32519,released,29,RB,0,0,0
FA Stage 1,2065,30987,released,29,WR,0,0,0
FA Stage 1,2065,35789,released,29,S,0,0,0
FA Stage 1,2065,34809,released,29,OLB,0,0,0
FA Stage 1,2065,32105,released,30,DE,0,0,0
FA Stage 1,2065,35213,released,30,WR,0,0,0
FA Stage 1,2065,30974,released,30,WR,0,0,0
FA Stage 1,2065,28764,released,30,K,0,0,0
FA Stage 1,2065,35178,released,30,TE,0,0,0
FA Stage 1,2065,34827,released,30,OLB,0,0,0
FA Stage 1,2065,37464,released,30,QB,0,0,0
FA Stage 1,2065,37604,released,30,FB,0,0,0
FA Stage 1,2065,38254,released,30,S,0,0,0
FA Stage 1,2065,34897,designated as a franchise player,2,CB,0,0,0
FA Stage 1,2065,34182,designated as a franchise player,7,QB,0,0,0
FA Stage 1,2065,39627,signed to a new contract,10,K,359,2,10
FA Stage 1,2065,38164,signed to a new contract,10,OLB,1679,3,10
FA Stage 1,2065,38715,signed to a new contract,10,T,421,2,10
FA Stage 1,2065,39871,signed to a new contract,10,CB,338,2,10
FA Stage 1,2065,29367,signed a renegotiated contract,10,WR,2284,2,0
FA Stage 1,2065,33537,signed a renegotiated contract,10,WR,6527,3,0
FA Stage 1,2065,37798,signed a renegotiated contract,10,G,9975,5,0
FA Stage 1,2065,34992,signed a renegotiated contract,10,S,4622,3,0
FA Stage 1,2065,33967,released,10,OLB,0,0,0
FA Stage 1,2065,34476,signed a renegotiated contract,10,C,5907,4,0
FA Stage 1,2065,36251,signed a renegotiated contract,10,P,3491,4,0
FA Stage 1,2065,34228,signed a renegotiated contract,0,RB,7495,3,0
FA Stage 1,2065,35509,signed a renegotiated contract,0,DE,6235,3,0
FA Stage 1,2065,32452,signed a renegotiated contract,0,QB,11184,3,0
FA Stage 1,2065,33913,signed a renegotiated contract,0,ILB,3603,3,0
FA Stage 1,2065,36569,signed a renegotiated contract,0,CB,4063,4,0
FA Stage 1,2065,37695,signed a renegotiated contract,0,WR,1220,2,0
FA Stage 1,2065,37500,signed a renegotiated contract,0,QB,465,2,0
FA Stage 1,2065,34177,signed a renegotiated contract,0,QB,520,2,0
FA Stage 1,2065,33600,signed a renegotiated contract,0,C,500,2,0
FA Stage 1,2065,33237,signed a renegotiated contract,1,S,5732,3,0
FA Stage 1,2065,38186,signed a renegotiated contract,1,CB,3911,3,0
FA Stage 1,2065,36135,signed a renegotiated contract,1,G,3662,4,0
FA Stage 1,2065,31635,signed a renegotiated contract,1,QB,7284,3,0
FA Stage 1,2065,38042,signed a renegotiated contract,1,DT,1094,3,0
FA Stage 1,2065,35987,signed a renegotiated contract,1,TE,4155,4,0
FA Stage 1,2065,32917,signed a renegotiated contract,1,K,1338,3,0
FA Stage 1,2065,35127,signed a renegotiated contract,1,FB,573,3,0
FA Stage 1,2065,38179,signed a renegotiated contract,1,CB,1866,3,0
FA Stage 1,2065,35174,signed a renegotiated contract,1,TE,506,2,0
FA Stage 1,2065,31894,signed a renegotiated contract,1,C,498,2,0
FA Stage 1,2065,36363,signed a renegotiated contract,2,DT,1284,4,0
FA Stage 1,2065,34678,signed a renegotiated contract,2,DE,3205,3,0
FA Stage 1,2065,33058,signed a renegotiated contract,2,ILB,2649,3,0
FA Stage 1,2065,38153,signed a renegotiated contract,2,OLB,2980,5,0
FA Stage 1,2065,37580,signed a renegotiated contract,2,RB,1053,2,0
FA Stage 1,2065,32812,signed a renegotiated contract,2,G,1552,3,0
FA Stage 1,2065,35836,signed a renegotiated contract,2,QB,452,2,0
FA Stage 1,2065,37055,signed a renegotiated contract,3,T,6178,5,0
FA Stage 1,2065,37860,signed a renegotiated contract,3,T,4912,4,0
FA Stage 1,2065,35229,signed a renegotiated contract,3,WR,5352,4,0
FA Stage 1,2065,35776,signed a renegotiated contract,3,S,5719,3,0
FA Stage 1,2065,36861,signed a renegotiated contract,3,WR,13374,4,0
FA Stage 1,2065,32202,signed a renegotiated contract,3,ILB,4818,2,0
FA Stage 1,2065,36718,signed a renegotiated contract,3,RB,4757,4,0
FA Stage 1,2065,38151,signed a renegotiated contract,3,OLB,6419,5,0
FA Stage 1,2065,31134,signed a renegotiated contract,3,G,2506,2,0
FA Stage 1,2065,38203,signed a renegotiated contract,3,CB,2257,3,0
FA Stage 1,2065,34749,signed a renegotiated contract,3,DT,1930,4,0
FA Stage 1,2065,36858,signed a renegotiated contract,3,WR,1837,3,0
FA Stage 1,2065,34849,signed a renegotiated contract,3,OLB,1010,3,0
FA Stage 1,2065,35819,signed a renegotiated contract,3,QB,452,2,0
FA Stage 1,2065,31071,signed a renegotiated contract,3,C,498,2,0
FA Stage 1,2065,34359,signed a renegotiated contract,4,WR,9146,4,0
FA Stage 1,2065,33793,signed a renegotiated contract,4,DE,6036,3,0
FA Stage 1,2065,35312,signed a renegotiated contract,4,C,5908,5,0
FA Stage 1,2065,34771,signed a renegotiated contract,4,ILB,10259,3,0
FA Stage 1,2065,36394,signed a renegotiated contract,4,DE,4337,4,0
FA Stage 1,2065,31221,signed a renegotiated contract,4,K,1523,2,0
FA Stage 1,2065,38123,signed a renegotiated contract,4,OLB,1602,4,0
FA Stage 1,2065,38205,signed a renegotiated contract,4,CB,2939,3,0
FA Stage 1,2065,35853,signed a renegotiated contract,4,QB,1380,2,0
FA Stage 1,2065,33484,signed a renegotiated contract,4,TE,4144,3,0
FA Stage 1,2065,36374,signed a renegotiated contract,4,DT,1048,3,0
FA Stage 1,2065,37204,signed a renegotiated contract,5,DT,13594,4,0
FA Stage 1,2065,37863,signed a renegotiated contract,5,T,6066,4,0
FA Stage 1,2065,36554,signed a renegotiated contract,5,CB,6247,4,0
FA Stage 1,2065,34629,signed a renegotiated contract,5,K,1685,3,0
FA Stage 1,2065,33480,signed a renegotiated contract,5,TE,4428,3,0
FA Stage 1,2065,37475,signed a renegotiated contract,5,QB,465,2,0
FA Stage 1,2065,37843,signed a renegotiated contract,5,G,465,2,0
FA Stage 1,2065,32461,signed a renegotiated contract,6,QB,23476,4,0
FA Stage 1,2065,35463,signed a renegotiated contract,6,K,2383,3,0
FA Stage 1,2065,33284,signed a renegotiated contract,6,S,3883,3,0
FA Stage 1,2065,33646,signed a renegotiated contract,6,G,4528,3,0
FA Stage 1,2065,37402,signed a renegotiated contract,6,CB,3806,5,0
FA Stage 1,2065,36883,signed a renegotiated contract,6,WR,4759,3,0
FA Stage 1,2065,37617,signed a renegotiated contract,6,FB,516,2,0
FA Stage 1,2065,36712,signed a renegotiated contract,6,RB,1031,3,0
FA Stage 1,2065,37833,signed a renegotiated contract,7,G,6133,4,0
FA Stage 1,2065,36304,signed a renegotiated contract,7,DE,5697,4,0
FA Stage 1,2065,35164,signed a renegotiated contract,7,TE,5849,4,0
FA Stage 1,2065,31996,signed a renegotiated contract,7,T,2662,3,0
FA Stage 1,2065,35576,signed a renegotiated contract,7,DT,2254,4,0
FA Stage 1,2065,37338,signed a renegotiated contract,7,CB,1184,2,0
FA Stage 1,2065,35524,signed a renegotiated contract,7,DT,5108,3,0
FA Stage 1,2065,37581,signed a renegotiated contract,7,RB,1053,2,0
FA Stage 1,2065,37672,signed a renegotiated contract,8,WR,6169,4,0
FA Stage 1,2065,36395,signed a renegotiated contract,8,DT,4006,3,0
FA Stage 1,2065,34581,signed a renegotiated contract,8,T,4445,3,0
FA Stage 1,2065,38006,signed a renegotiated contract,8,DE,3904,4,0
FA Stage 1,2065,38094,signed a renegotiated contract,8,ILB,3539,4,0
FA Stage 1,2065,34145,signed a renegotiated contract,8,S,3364,3,0
FA Stage 1,2065,35083,signed a renegotiated contract,8,RB,1214,3,0
FA Stage 1,2065,34142,signed a renegotiated contract,8,S,2989,3,0
FA Stage 1,2065,38050,signed a renegotiated contract,8,DT,3988,5,0
FA Stage 1,2065,38158,signed a renegotiated contract,8,OLB,1161,3,0
FA Stage 1,2065,36783,signed a renegotiated contract,8,FB,550,3,0
FA Stage 1,2065,35698,signed a renegotiated contract,9,CB,5536,4,0
FA Stage 1,2065,30998,signed a renegotiated contract,9,WR,4078,2,0
FA Stage 1,2065,33499,signed a renegotiated contract,9,WR,4461,3,0
FA Stage 1,2065,35872,signed a renegotiated contract,9,RB,7537,3,0
FA Stage 1,2065,32018,signed a renegotiated contract,9,T,2108,3,0
FA Stage 1,2065,33009,signed a renegotiated contract,9,DT,3326,3,0
FA Stage 1,2065,37797,signed a renegotiated contract,9,G,3922,5,0
FA Stage 1,2065,32433,signed a renegotiated contract,9,QB,489,2,0
FA Stage 1,2065,35565,signed a renegotiated contract,11,DT,6549,4,0
FA Stage 1,2065,36529,signed a renegotiated contract,11,CB,10995,4,0
FA Stage 1,2065,34398,signed a renegotiated contract,11,WR,4830,4,0
FA Stage 1,2065,35068,signed a renegotiated contract,11,RB,7681,4,0
FA Stage 1,2065,38299,signed a renegotiated contract,11,S,2957,3,0
FA Stage 1,2065,30540,signed a renegotiated contract,11,ILB,3808,2,0
FA Stage 1,2065,31992,signed a renegotiated contract,11,T,3370,3,0
FA Stage 1,2065,37830,signed a renegotiated contract,11,G,1673,5,0
FA Stage 1,2065,32851,signed a renegotiated contract,11,T,2908,3,0
FA Stage 1,2065,34361,signed a renegotiated contract,11,WR,4316,4,0
FA Stage 1,2065,32192,signed a renegotiated contract,11,ILB,1435,2,0
FA Stage 1,2065,37945,signed a renegotiated contract,11,K,1499,3,0
FA Stage 1,2065,38779,signed a renegotiated contract,11,P,702,2,0
FA Stage 1,2065,38624,signed a renegotiated contract,11,C,756,3,0
FA Stage 1,2065,35834,signed a renegotiated contract,11,QB,1380,2,0
FA Stage 1,2065,36659,signed a renegotiated contract,11,QB,435,2,0
FA Stage 1,2065,37693,signed a renegotiated contract,11,WR,465,2,0
FA Stage 1,2065,37623,signed a renegotiated contract,11,TE,431,2,0
FA Stage 1,2065,32832,signed a renegotiated contract,12,T,3160,2,0
FA Stage 1,2065,35504,signed a renegotiated contract,12,DE,4626,4,0
FA Stage 1,2065,33573,signed a renegotiated contract,12,WR,3160,4,0
FA Stage 1,2065,35740,signed a renegotiated contract,12,CB,2648,4,0
FA Stage 1,2065,37961,signed a renegotiated contract,12,DE,3013,3,0
FA Stage 1,2065,34845,signed a renegotiated contract,12,OLB,1039,3,0
FA Stage 1,2065,36378,signed a renegotiated contract,12,DT,3675,5,0
FA Stage 1,2065,31072,signed a renegotiated contract,12,C,2148,2,0
FA Stage 1,2065,37599,signed a renegotiated contract,12,FB,492,2,0
FA Stage 1,2065,35423,signed a renegotiated contract,13,T,6212,4,0
FA Stage 1,2065,32364,signed a renegotiated contract,13,CB,4271,2,0
FA Stage 1,2065,36103,signed a renegotiated contract,13,C,4591,3,0
FA Stage 1,2065,36546,signed a renegotiated contract,13,CB,3030,3,0
FA Stage 1,2065,37804,signed a renegotiated contract,13,G,1683,5,0
FA Stage 1,2065,37835,signed a renegotiated contract,13,G,1053,2,0
FA Stage 1,2065,34298,signed a renegotiated contract,13,FB,654,3,0
FA Stage 1,2065,36725,signed a renegotiated contract,13,RB,1045,3,0
FA Stage 1,2065,34245,signed a renegotiated contract,13,RB,957,2,0
FA Stage 1,2065,31577,signed a renegotiated contract,13,CB,1417,2,0
FA Stage 1,2065,38191,signed a renegotiated contract,13,CB,1113,2,0
FA Stage 1,2065,38126,signed a renegotiated contract,13,OLB,1133,3,0
FA Stage 1,2065,30004,signed a renegotiated contract,13,QB,1875,3,0
FA Stage 1,2065,35506,signed a renegotiated contract,14,DE,5270,4,0
FA Stage 1,2065,35620,signed a renegotiated contract,14,ILB,5933,4,0
FA Stage 1,2065,37343,signed a renegotiated contract,14,CB,5798,4,0
FA Stage 1,2065,33748,signed a renegotiated contract,14,P,2176,3,0
FA Stage 1,2065,32083,signed a renegotiated contract,14,DT,5065,3,0
FA Stage 1,2065,32016,signed a renegotiated contract,14,T,2636,3,0
FA Stage 1,2065,34381,signed a renegotiated contract,14,WR,3360,4,0
FA Stage 1,2065,38292,signed a renegotiated contract,14,S,3734,4,0
FA Stage 1,2065,35308,signed a renegotiated contract,14,C,6608,4,0
FA Stage 1,2065,30421,signed a renegotiated contract,14,K,1333,3,0
FA Stage 1,2065,31265,signed a renegotiated contract,14,DT,984,2,0
FA Stage 1,2065,37964,signed a renegotiated contract,14,DE,1080,2,0
FA Stage 1,2065,38217,signed a renegotiated contract,15,CB,8105,4,0
FA Stage 1,2065,32191,signed a renegotiated contract,15,DT,6564,3,0
FA Stage 1,2065,33504,signed a renegotiated contract,15,WR,5002,4,0
FA Stage 1,2065,37152,signed a renegotiated contract,15,DE,2513,5,0
FA Stage 1,2065,33593,signed a renegotiated contract,15,C,3345,3,0
FA Stage 1,2065,35688,signed a renegotiated contract,15,CB,2172,4,0
FA Stage 1,2065,38273,signed a renegotiated contract,15,S,3878,4,0
FA Stage 1,2065,32873,signed a renegotiated contract,15,T,3270,3,0
FA Stage 1,2065,38087,signed a renegotiated contract,15,ILB,938,3,0
FA Stage 1,2065,31131,signed a renegotiated contract,15,G,984,2,0
FA Stage 1,2065,35886,signed a renegotiated contract,15,RB,964,2,0
FA Stage 1,2065,37704,signed a renegotiated contract,15,WR,465,2,0
FA Stage 1,2065,36645,signed a renegotiated contract,15,QB,452,2,0
FA Stage 1,2065,30263,signed a renegotiated contract,15,C,490,2,0
