Category,Team/All_Teams,Place,Player,Record,Year,Team,Opponent
Yards per Pass Attempt,0,3,14026,819,2048,0,5
Yards per Pass Attempt,0,4,14026,798,2046,0,24
Yards per Pass Attempt,0,5,14026,784,2040,0,15
Yards per Pass Attempt,0,6,14026,703,2040,0,11
Yards per Pass Attempt,0,7,14026,693,2043,0,21
Yards per Pass Attempt,0,8,8262,673,2036,0,10
Yards per Pass Attempt,0,9,14026,671,2039,0,29
Yards per Pass Attempt,0,10,14026,670,2038,0,18
Yards per Pass Attempt,0,11,14026,669,2048,0,10
Yards per Pass Attempt,0,12,1529,663,2022,0,15
Yards per Pass Attempt,0,13,14026,662,2040,0,29
Yards per Pass Attempt,0,14,14026,652,2046,0,18
Yards per Pass Attempt,0,15,32452,633,2064,0,17
Yards per Pass Attempt,0,16,32452,608,2062,0,10
Yards per Pass Attempt,0,17,32452,598,2064,0,10
Yards per Pass Attempt,0,18,28292,572,2058,0,27
Yards per Pass Attempt,0,19,32452,571,2061,0,18
Yards per Pass Attempt,0,20,32452,554,2069,0,27
Yards per Pass Attempt,0,21,28292,545,2056,0,7
Yards per Pass Attempt,0,22,32452,543,2062,0,18
Yards per Pass Attempt,0,23,28292,535,2059,0,7
Yards per Pass Attempt,0,24,14026,521,2043,0,15
Yards per Pass Attempt,0,25,14026,520,2041,0,21
Yards per Pass Attempt,0,26,14026,518,2039,0,4
Yards per Pass Attempt,0,27,1529,507,2022,0,25
Yards per Pass Attempt,0,28,1529,493,2024,0,25
Yards per Pass Attempt,0,29,14026,441,2044,0,7
Yards per Pass Attempt,0,30,14026,395,2045,0,21
Passing Touchdowns,0,0,8262,3,2035,0,10
Passing Touchdowns,0,1,14026,3,2046,0,24
Passing Touchdowns,0,2,14026,3,2048,0,10
Passing Touchdowns,0,3,1529,2,2022,0,15
Passing Touchdowns,0,4,14026,2,2038,0,18
Passing Touchdowns,0,5,14026,2,2040,0,15
Passing Touchdowns,0,6,14026,2,2040,0,29
Passing Touchdowns,0,7,14026,2,2040,0,4
Passing Touchdowns,0,8,14026,2,2044,0,15
Passing Touchdowns,0,9,14026,2,2046,0,18
Passing Touchdowns,0,10,14026,2,2048,0,5
Passing Touchdowns,0,11,32452,2,2061,0,18
Passing Touchdowns,0,12,32452,2,2062,0,18
Passing Touchdowns,0,13,32452,2,2064,0,17
Passing Touchdowns,0,14,32452,2,2064,0,10
Passing Touchdowns,0,15,14026,1,2039,0,4
Passing Touchdowns,0,16,14026,1,2040,0,11
Passing Touchdowns,0,17,14026,1,2043,0,15
Passing Touchdowns,0,18,14026,1,2045,0,21
Passing Touchdowns,0,19,28292,1,2056,0,7
Passing Touchdowns,0,20,28292,1,2059,0,7
Passing Touchdowns,0,21,32452,1,2062,0,10
Times Sacked,0,0,14026,4,2048,0,5
Times Sacked,0,1,14026,3,2038,0,18
Times Sacked,0,2,14026,3,2039,0,29
Times Sacked,0,3,14026,3,2040,0,11
Times Sacked,0,4,14026,3,2045,0,21
Times Sacked,0,5,14026,3,2046,0,18
Times Sacked,0,6,14026,3,2048,0,10
Times Sacked,0,7,32452,3,2062,0,18
Times Sacked,0,8,32452,3,2064,0,10
Times Sacked,0,9,1529,2,2022,0,15
Times Sacked,0,10,8262,2,2035,0,10
Times Sacked,0,11,8262,2,2036,0,10
Times Sacked,0,12,14026,2,2040,0,29
Times Sacked,0,13,14026,2,2040,0,4
Times Sacked,0,14,14026,2,2043,0,21
Times Sacked,0,15,14026,2,2046,0,24
Times Sacked,0,16,28292,2,2059,0,7
Times Sacked,0,17,1529,1,2022,0,25
Times Sacked,0,18,1529,1,2024,0,25
Times Sacked,0,19,14026,1,2039,0,4
Times Sacked,0,20,14026,1,2040,0,15
Times Sacked,0,21,14026,1,2044,0,15
Times Sacked,0,22,14026,1,2044,0,7
Times Sacked,0,23,28292,1,2056,0,7
Times Sacked,0,24,30776,1,2056,0,7
Times Sacked,0,25,32452,1,2062,0,10
Times Sacked,0,26,32452,1,2064,0,17
Times Sacked,0,27,32452,1,2069,0,27
Rushing Attempts,0,0,34228,26,2064,0,17
Rushing Attempts,0,1,1079,23,2022,0,25
Rushing Attempts,0,2,34228,23,2062,0,18
Rushing Attempts,0,3,22491,22,2044,0,15
Rushing Attempts,0,4,14910,21,2039,0,29
Rushing Attempts,0,5,17424,20,2040,0,11
Rushing Attempts,0,6,17424,19,2040,0,29
Rushing Attempts,0,7,32521,18,2059,0,7
Rushing Attempts,0,8,1079,17,2022,0,15
Rushing Attempts,0,9,34228,17,2061,0,18
Rushing Attempts,0,10,42648,17,2069,0,27
Rushing Attempts,0,11,17424,16,2040,0,4
Rushing Attempts,0,12,16611,16,2043,0,21
Rushing Attempts,0,13,22491,16,2046,0,18
Rushing Attempts,0,14,22491,16,2048,0,5
Rushing Attempts,0,15,14082,15,2041,0,21
Rushing Attempts,0,16,16611,14,2043,0,15
Rushing Attempts,0,17,15762,13,2040,0,11
Rushing Attempts,0,18,18287,13,2045,0,21
Rushing Attempts,0,19,34228,13,2064,0,10
Rushing Attempts,0,20,14910,12,2038,0,18
Rushing Attempts,0,21,17424,12,2040,0,15
Rushing Attempts,0,22,15762,12,2040,0,29
Rushing Attempts,0,23,22491,12,2046,0,24
Rushing Attempts,0,24,22491,12,2048,0,10
Rushing Attempts,0,25,34228,12,2058,0,27
Rushing Attempts,0,26,22491,11,2044,0,7
Rushing Attempts,0,27,13282,10,2035,0,10
Rushing Attempts,0,28,14910,10,2035,0,10
Rushing Attempts,0,29,14910,10,2039,0,4
Rushing Attempts,0,30,20774,9,2043,0,21
Rushing Attempts,0,31,4944,8,2024,0,25
Rushing Attempts,0,32,14910,8,2036,0,10
Rushing Attempts,0,33,15762,8,2040,0,15
Rushing Attempts,0,34,20774,8,2043,0,15
Rushing Attempts,0,35,1155,7,2024,0,25
Rushing Attempts,0,36,20774,7,2044,0,7
Rushing Attempts,0,37,22494,7,2048,0,10
Rushing Attempts,0,38,34228,7,2059,0,7
Rushing Attempts,0,39,32521,7,2062,0,18
Rushing Attempts,0,40,1529,6,2024,0,25
Rushing Attempts,0,41,20774,6,2046,0,18
Rushing Attempts,0,42,34228,6,2062,0,10
Rushing Attempts,0,43,497,5,2022,0,25
Rushing Attempts,0,44,1529,5,2022,0,25
Rushing Attempts,0,45,13282,5,2036,0,10
Rushing Attempts,0,46,17424,5,2039,0,4
Rushing Attempts,0,47,15762,5,2040,0,4
Rushing Attempts,0,48,14026,5,2041,0,21
Rushing Attempts,0,49,29184,5,2056,0,7
Rushing Attempts,0,50,32521,5,2062,0,10
Rushing Attempts,0,51,1529,4,2022,0,15
Rushing Attempts,0,52,14026,4,2039,0,4
Rushing Attempts,0,53,17424,4,2039,0,29
Rushing Attempts,0,54,17417,4,2041,0,21
Rushing Attempts,0,55,14026,4,2044,0,15
Rushing Attempts,0,56,20774,4,2045,0,21
Rushing Attempts,0,57,22494,4,2048,0,5
Rushing Attempts,0,58,38384,4,2069,0,27
Rushing Attempts,0,59,1079,3,2024,0,25
Rushing Attempts,0,60,14026,3,2040,0,4
Rushing Attempts,0,61,14026,3,2043,0,21
Rushing Attempts,0,62,19269,3,2043,0,21
Rushing Attempts,0,63,14026,3,2046,0,18
Rushing Attempts,0,64,24204,3,2046,0,24
Rushing Attempts,0,65,28292,3,2058,0,27
Rushing Attempts,0,66,32521,3,2058,0,27
Rushing Attempts,0,67,28292,3,2059,0,7
Rushing Attempts,0,68,35903,3,2061,0,18
Rushing Attempts,0,69,32452,3,2062,0,10
Rushing Attempts,0,70,222,2,2022,0,15
Rushing Attempts,0,71,11763,2,2036,0,10
Rushing Attempts,0,72,10806,2,2038,0,18
Rushing Attempts,0,73,14026,2,2038,0,18
Rushing Attempts,0,74,16594,2,2038,0,18
Rushing Attempts,0,75,9142,2,2039,0,4
Rushing Attempts,0,76,14194,2,2039,0,4
Rushing Attempts,0,77,9142,2,2039,0,29
Rushing Attempts,0,78,14026,2,2040,0,15
Rushing Attempts,0,79,14930,2,2041,0,21
Rushing Attempts,0,80,14026,2,2044,0,7
Rushing Attempts,0,81,14026,2,2046,0,24
Rushing Attempts,0,82,20774,2,2046,0,24
Rushing Attempts,0,83,14026,2,2048,0,5
Rushing Attempts,0,84,15886,2,2048,0,10
Rushing Attempts,0,85,28497,2,2058,0,27
Rushing Attempts,0,86,31736,2,2059,0,7
Rushing Attempts,0,87,32452,2,2061,0,18
Rushing Attempts,0,88,32452,2,2062,0,18
Rushing Attempts,0,89,32452,2,2064,0,17
Rushing Attempts,0,90,31736,2,2064,0,10
Rushing Attempts,0,91,32452,2,2064,0,10
Rushing Attempts,0,92,497,1,2022,0,15
Rushing Attempts,0,93,1161,1,2024,0,25
Rushing Attempts,0,94,2205,1,2024,0,25
Rushing Attempts,0,95,8262,1,2036,0,10
Rushing Attempts,0,96,17424,1,2038,0,18
Rushing Attempts,0,97,16594,1,2039,0,29
Rushing Attempts,0,98,17571,1,2039,0,29
Rushing Attempts,0,99,14026,1,2040,0,29
Rushing Yards,0,0,34228,111,2062,0,18
Rushing Yards,0,1,14910,110,2039,0,29
Rushing Yards,0,2,34228,109,2061,0,18
Rushing Yards,0,3,1079,108,2022,0,25
Rushing Yards,0,4,17424,100,2040,0,29
Rushing Yards,0,5,22491,100,2044,0,15
Rushing Yards,0,6,42648,95,2069,0,27
Rushing Yards,0,7,22491,94,2048,0,10
Rushing Yards,0,8,4944,90,2024,0,25
Rushing Yards,0,9,34228,85,2064,0,17
Rushing Yards,0,10,1079,81,2022,0,15
Rushing Yards,0,11,22491,80,2048,0,5
Rushing Yards,0,12,16611,79,2043,0,21
Rushing Yards,0,13,15762,71,2040,0,11
Rushing Yards,0,14,16611,64,2043,0,15
Rushing Yards,0,15,17424,55,2040,0,11
Rushing Yards,0,16,14910,50,2038,0,18
Rushing Yards,0,17,22491,50,2046,0,24
Rushing Yards,0,18,14910,48,2035,0,10
Rushing Yards,0,19,14082,47,2041,0,21
Rushing Yards,0,20,22491,47,2046,0,18
Rushing Yards,0,21,14910,46,2036,0,10
Rushing Yards,0,22,20774,46,2044,0,7
Rushing Yards,0,23,22491,46,2044,0,7
Rushing Yards,0,24,16594,42,2038,0,18
Rushing Yards,0,25,17424,41,2040,0,4
Rushing Yards,0,26,28292,41,2058,0,27
Rushing Yards,0,27,14026,40,2041,0,21
Rushing Yards,0,28,31736,38,2064,0,10
Rushing Yards,0,29,20774,37,2043,0,21
Rushing Yards,0,30,28292,35,2059,0,7
Rushing Yards,0,31,20774,33,2045,0,21
Rushing Yards,0,32,22494,33,2048,0,10
Rushing Yards,0,33,32521,33,2062,0,18
Rushing Yards,0,34,15762,32,2040,0,29
Rushing Yards,0,35,32521,32,2059,0,7
Rushing Yards,0,36,20774,28,2043,0,15
Rushing Yards,0,37,14910,27,2039,0,4
Rushing Yards,0,38,15762,26,2040,0,4
Rushing Yards,0,39,13282,24,2035,0,10
Rushing Yards,0,40,34228,23,2064,0,10
Rushing Yards,0,41,1155,22,2024,0,25
Rushing Yards,0,42,20774,22,2046,0,18
Rushing Yards,0,43,34228,22,2062,0,10
Rushing Yards,0,44,19269,21,2043,0,21
Rushing Yards,0,45,17424,20,2039,0,29
Rushing Yards,0,46,35903,20,2061,0,18
Rushing Yards,0,47,1529,19,2022,0,25
Rushing Yards,0,48,1529,19,2024,0,25
Rushing Yards,0,49,17424,19,2040,0,15
Rushing Yards,0,50,18287,18,2045,0,21
Rushing Yards,0,51,22494,18,2048,0,5
Rushing Yards,0,52,34228,18,2059,0,7
Rushing Yards,0,53,1529,17,2022,0,15
Rushing Yards,0,54,14026,16,2039,0,4
Rushing Yards,0,55,32452,16,2062,0,10
Rushing Yards,0,56,14026,15,2043,0,21
Rushing Yards,0,57,22648,15,2046,0,18
Rushing Yards,0,58,14026,15,2046,0,24
Rushing Yards,0,59,34228,14,2058,0,27
Rushing Yards,0,60,17424,13,2039,0,4
Rushing Yards,0,61,20774,13,2044,0,15
Rushing Yards,0,62,14026,12,2044,0,15
Rushing Yards,0,63,36837,12,2062,0,18
Rushing Yards,0,64,13282,11,2036,0,10
Rushing Yards,0,65,17417,11,2041,0,21
Rushing Yards,0,66,1079,10,2024,0,25
Rushing Yards,0,67,14026,9,2040,0,4
Rushing Yards,0,68,14026,9,2044,0,7
Rushing Yards,0,69,32452,9,2064,0,10
Rushing Yards,0,70,15762,8,2040,0,15
Rushing Yards,0,71,32521,8,2064,0,17
Rushing Yards,0,72,14026,7,2038,0,18
Rushing Yards,0,73,14026,7,2040,0,29
Rushing Yards,0,74,32452,7,2061,0,18
Rushing Yards,0,75,222,6,2022,0,15
Rushing Yards,0,76,11763,6,2036,0,10
Rushing Yards,0,77,16594,6,2039,0,29
Rushing Yards,0,78,14026,6,2043,0,15
Rushing Yards,0,79,20774,6,2046,0,24
Rushing Yards,0,80,29184,6,2056,0,7
Rushing Yards,0,81,32521,6,2058,0,27
Rushing Yards,0,82,32452,6,2062,0,18
Rushing Yards,0,83,8262,5,2036,0,10
Rushing Yards,0,84,15886,5,2048,0,10
Rushing Yards,0,85,30776,5,2056,0,7
Rushing Yards,0,86,19269,4,2040,0,11
Rushing Yards,0,87,19269,4,2046,0,24
Rushing Yards,0,88,32452,4,2064,0,17
Rushing Yards,0,89,31736,3,2059,0,7
Rushing Yards,0,90,32521,3,2062,0,10
Rushing Yards,0,91,31736,3,2064,0,17
Rushing Yards,0,92,9142,2,2039,0,29
Rushing Yards,0,93,35263,2,2059,0,7
Rushing Yards,0,94,41089,2,2069,0,27
Rushing Yards,0,95,497,1,2022,0,15
Rushing Yards,0,96,1161,1,2024,0,25
Rushing Yards,0,97,14930,1,2041,0,21
Rushing Yards,0,98,20126,1,2044,0,7
Rushing Yards,0,99,24204,1,2046,0,18
Yards per Carry,0,0,34228,641,2061,0,18
Yards per Carry,0,1,42648,559,2069,0,27
Yards per Carry,0,2,17424,526,2040,0,29
Yards per Carry,0,3,14910,524,2039,0,29
Yards per Carry,0,4,22491,500,2048,0,5
Yards per Carry,0,5,16611,494,2043,0,21
Yards per Carry,0,6,34228,483,2062,0,18
Yards per Carry,0,7,1079,476,2022,0,15
Yards per Carry,0,8,1079,470,2022,0,25
Yards per Carry,0,9,22491,455,2044,0,15
Yards per Carry,0,10,34228,327,2064,0,17
Yards per Carry,0,11,14082,313,2041,0,21
Yards per Carry,0,12,22491,294,2046,0,18
Yards per Carry,0,13,17424,275,2040,0,11
Yards per Carry,0,14,17424,256,2040,0,4
Yards per Carry,0,15,32521,178,2059,0,7
Rushing Touchdowns,0,0,17424,2,2040,0,11
Rushing Touchdowns,0,1,16611,2,2043,0,21
Rushing Touchdowns,0,2,1079,1,2022,0,25
Rushing Touchdowns,0,3,1155,1,2024,0,25
Rushing Touchdowns,0,4,4944,1,2024,0,25
Rushing Touchdowns,0,5,9142,1,2039,0,29
Rushing Touchdowns,0,6,16611,1,2043,0,15
Rushing Touchdowns,0,7,20774,1,2044,0,7
Rushing Touchdowns,0,8,22491,1,2046,0,18
Rushing Touchdowns,0,9,28292,1,2058,0,27
Rushing Touchdowns,0,10,34228,1,2061,0,18
Rushing Touchdowns,0,11,34228,1,2062,0,10
Rushing Touchdowns,0,12,34228,1,2064,0,17
Receptions,0,0,28513,14,2059,0,7
Receptions,0,1,19269,13,2046,0,18
Receptions,0,2,14194,11,2039,0,4
Receptions,0,3,14194,10,2035,0,10
Receptions,0,4,30953,10,2058,0,27
Receptions,0,5,14194,9,2038,0,18
Receptions,0,6,11763,9,2040,0,15
Receptions,0,7,19269,9,2044,0,15
Receptions,0,8,35263,9,2062,0,18
Receptions,0,9,11763,8,2039,0,4
Receptions,0,10,18427,8,2040,0,11
Receptions,0,11,18371,8,2044,0,15
Receptions,0,12,18362,8,2046,0,18
Receptions,0,13,19269,8,2046,0,24
Receptions,0,14,36837,8,2064,0,10
Receptions,0,15,39400,8,2069,0,27
Receptions,0,16,11763,7,2035,0,10
Receptions,0,17,14194,7,2036,0,10
Receptions,0,18,11763,7,2039,0,29
Receptions,0,19,36826,7,2062,0,18
Receptions,0,20,36826,7,2062,0,10
Receptions,0,21,1161,6,2022,0,15
Receptions,0,22,18371,6,2040,0,15
Receptions,0,23,18362,6,2045,0,21
Receptions,0,24,18362,6,2046,0,24
Receptions,0,25,34228,6,2061,0,18
Receptions,0,26,36826,6,2064,0,10
Receptions,0,27,12488,5,2036,0,10
Receptions,0,28,12488,5,2039,0,29
Receptions,0,29,19269,5,2040,0,15
Receptions,0,30,19269,5,2041,0,21
Receptions,0,31,19269,5,2043,0,21
Receptions,0,32,20957,5,2043,0,21
Receptions,0,33,16611,5,2043,0,15
Receptions,0,34,20774,5,2044,0,7
Receptions,0,35,19269,5,2045,0,21
Receptions,0,36,22491,5,2048,0,5
Receptions,0,37,17595,5,2048,0,10
Receptions,0,38,19223,5,2048,0,10
Receptions,0,39,30186,5,2056,0,7
Receptions,0,40,30186,5,2058,0,27
Receptions,0,41,30186,5,2059,0,7
Receptions,0,42,36837,5,2061,0,18
Receptions,0,43,30230,5,2062,0,18
Receptions,0,44,30230,5,2062,0,10
Receptions,0,45,34228,5,2062,0,10
Receptions,0,46,36826,5,2064,0,17
Receptions,0,47,39400,5,2064,0,17
Receptions,0,48,580,4,2022,0,25
Receptions,0,49,1100,4,2022,0,15
Receptions,0,50,1161,4,2024,0,25
Receptions,0,51,11763,4,2038,0,18
Receptions,0,52,12488,4,2038,0,18
Receptions,0,53,17571,4,2038,0,18
Receptions,0,54,14910,4,2039,0,4
Receptions,0,55,15825,4,2039,0,4
Receptions,0,56,14194,4,2039,0,29
Receptions,0,57,18427,4,2040,0,29
Receptions,0,58,18427,4,2040,0,4
Receptions,0,59,12488,4,2040,0,11
Receptions,0,60,15762,4,2040,0,11
Receptions,0,61,17417,4,2041,0,21
Receptions,0,62,11763,4,2043,0,21
Receptions,0,63,16611,4,2043,0,21
Receptions,0,64,11763,4,2043,0,15
Receptions,0,65,12510,4,2043,0,15
Receptions,0,66,20089,4,2044,0,15
Receptions,0,67,20089,4,2044,0,7
Receptions,0,68,22648,4,2045,0,21
Receptions,0,69,22680,4,2046,0,18
Receptions,0,70,22648,4,2046,0,24
Receptions,0,71,22680,4,2046,0,24
Receptions,0,72,15886,4,2048,0,5
Receptions,0,73,19223,4,2048,0,5
Receptions,0,74,33458,4,2061,0,18
Receptions,0,75,34228,4,2062,0,18
Receptions,0,76,36837,4,2062,0,18
Receptions,0,77,34408,4,2062,0,10
Receptions,0,78,36837,4,2062,0,10
Receptions,0,79,37695,4,2064,0,10
Receptions,0,80,1458,3,2022,0,25
Receptions,0,81,222,3,2022,0,15
Receptions,0,82,580,3,2022,0,15
Receptions,0,83,1458,3,2022,0,15
Receptions,0,84,658,3,2024,0,25
Receptions,0,85,2592,3,2024,0,25
Receptions,0,86,12488,3,2035,0,10
Receptions,0,87,11763,3,2036,0,10
Receptions,0,88,14910,3,2036,0,10
Receptions,0,89,14910,3,2038,0,18
Receptions,0,90,18427,3,2040,0,15
Receptions,0,91,11763,3,2040,0,29
Receptions,0,92,15762,3,2040,0,29
Receptions,0,93,18371,3,2040,0,29
Receptions,0,94,17424,3,2040,0,4
Receptions,0,95,14930,3,2041,0,21
Receptions,0,96,18371,3,2041,0,21
Receptions,0,97,18427,3,2041,0,21
Receptions,0,98,16792,3,2043,0,15
Receptions,0,99,18371,3,2043,0,15
Receiving Yards,0,0,11763,163,2035,0,10
Receiving Yards,0,1,14194,124,2039,0,4
Receiving Yards,0,2,14194,123,2038,0,18
Receiving Yards,0,3,28513,115,2059,0,7
Receiving Yards,0,4,11763,112,2040,0,15
Receiving Yards,0,5,14194,110,2035,0,10
Receiving Yards,0,6,14194,109,2036,0,10
Receiving Yards,0,7,19269,107,2046,0,18
Receiving Yards,0,8,30953,104,2058,0,27
Receiving Yards,0,9,34228,102,2062,0,10
Receiving Yards,0,10,18427,101,2040,0,11
Receiving Yards,0,11,37695,98,2064,0,10
Receiving Yards,0,12,19269,96,2044,0,15
Receiving Yards,0,13,19223,95,2048,0,10
